0.0 0.0 0.0 0.0 0.0 0.0
5.000000000000000278e-02 2.507486640658694241e-02 9.281618675204389955e-04 7.073055726113152211e-04 3.646951955305210860e-04 2.640958616889036055e-04
1.000000000000000056e-01 1.632951290864754768e-01 6.866673629423068574e-03 5.092371438629243220e-03 5.257638133812262511e-04 7.273586038534135588e-04
1.500000000000000222e-01 1.238815485678776973e-01 1.490356641542796290e-02 1.103272641364667211e-02 1.205829692919159176e-03 3.987438412914363233e-04
2.000000000000000111e-01 2.803228867518661738e-01 4.368242702203570249e-02 1.957731229407408749e-02 1.410975216332826512e-03 7.719171144685688492e-04
2.500000000000000000e-01 1.541745686173294771e-01 7.568753734832750490e-02 2.697171749400053761e-02 1.448955072766015687e-03 1.384615476487809560e-03
3.000000000000000444e-01 1.086331329307573673e-01 2.130091512988729618e-01 5.441429283210580392e-02 2.805482770713138476e-03 1.612514897472051107e-03
3.500000000000000333e-01 4.451304209824626795e-02 2.114692100443496536e-01 4.453209789466192059e-02 1.595695123056016171e-03 1.825172437685668647e-03
4.000000000000000222e-01 3.029721802044816822e-02 1.625292767905687497e-01 4.920133765877137549e-02 1.923629991244856646e-03 1.624819115579878787e-03
4.500000000000000111e-01 1.304197967324145606e-02 1.014632105563389591e-01 7.836581862494507167e-02 3.931433805166399502e-03 1.578598047913178266e-03
5.000000000000000000e-01 1.967068640572950181e-02 9.282274730001487117e-02 1.641888377507198515e-01 9.614938352970262350e-03 3.584430748751913764e-03
5.500000000000000444e-01 3.448454575332121456e-03 2.502388891059270648e-02 1.316077696742227743e-01 1.677171019350371869e-02 6.319252299753574421e-03
6.000000000000000888e-01 8.730082903820820389e-03 2.454605417781676596e-02 1.558691269468862606e-01 5.260293375301245550e-02 1.715874623920734393e-02
6.500000000000000222e-01 4.032950732381484875e-03 9.963025734864487323e-03 1.363401841796741676e-01 1.495525309014465176e-01 3.319581486653862268e-02
7.000000000000000666e-01 2.434230161938897956e-03 4.062854354513135285e-03 5.637043208628447072e-02 1.965937156786313200e-01 5.537551183003721483e-02
7.500000000000000000e-01 4.045342246589571193e-03 3.383684206110997277e-03 2.028616788984030986e-02 1.408676327440705478e-01 5.846139664805402592e-02
8.000000000000000444e-01 1.656592852117347737e-03 0.000000000000000000e+00 1.043786729616959057e-02 1.318778397863905882e-01 8.743755940221742406e-02
8.500000000000000888e-01 0.000000000000000000e+00 1.104706170049882816e-03 8.491458660346201670e-03 1.205163912009899058e-01 1.193214982532541796e-01
9.000000000000000222e-01 4.546162693479793848e-04 8.495010174422865578e-04 2.942410297697748735e-03 5.333095910347553092e-02 9.139176775920047902e-02
9.500000000000000666e-01 0.000000000000000000e+00 4.498980014018014802e-04 3.028212261256021335e-03 4.311129878952556921e-02 1.024064998113666386e-01
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.009379561954475577e-03 2.165531019285580130e-02 1.058050109513911513e-01
1.050000000000000044e+00 0.000000000000000000e+00 9.570798250450927944e-04 1.141793882190034887e-03 9.100693674618761872e-03 5.567017695455875326e-02
1.100000000000000089e+00 9.034919605378660158e-04 2.043450507933359042e-03 3.701171567178547245e-03 1.056793959961938208e-02 5.659202745273542862e-02
1.150000000000000133e+00 0.000000000000000000e+00 1.505598814758732839e-04 3.118845808204947275e-03 7.576215102591146375e-03 4.593046040843948297e-02
1.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.367152297316376547e-03 9.709142295971478695e-03 5.234255639041832803e-02
1.250000000000000000e+00 5.144533035525579836e-04 1.505598814758732839e-04 5.103006426478289307e-04 3.446022574819608119e-03 2.808630220166627445e-02
1.300000000000000044e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.129234862579986181e-03 1.831016130798827695e-03 2.041622835420690146e-02
1.350000000000000089e+00 0.000000000000000000e+00 2.152553437657713539e-04 3.661541820951949794e-04 1.902727287016498783e-03 1.942541278394081805e-02
1.400000000000000133e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.613422730248542093e-04 1.278009836275334878e-03 8.335782151539197771e-03
1.450000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.188375194813214429e-03
1.500000000000000000e+00 8.807641692429925848e-04 3.904468622842324830e-04 4.168707981431531568e-05 4.887345375395573538e-04 1.811666775406861520e-03
1.550000000000000044e+00 0.000000000000000000e+00 4.854299570938602781e-04 0.000000000000000000e+00 0.000000000000000000e+00 4.050262547643261797e-04
1.600000000000000089e+00 3.862342624242251477e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.706362610262280496e-06 1.231512206941953302e-03
1.650000000000000133e+00 7.188760120091918383e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.226560006094693346e-03
1.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.656566086670455951e-04
1.750000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.837721283063767514e-04 9.208319610751245334e-04
1.800000000000000044e+00 1.051890707741809372e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.672550882969022574e-04 9.185409056722837213e-04
1.850000000000000089e+00 0.000000000000000000e+00 4.022479690975288408e-04 0.000000000000000000e+00 2.809544357882749668e-04 6.135907830961953775e-05
1.900000000000000133e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.497123106245582733e-05 0.000000000000000000e+00 1.274762632806397157e-03
1.950000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.253722059632243637e-04 2.088313206739163827e-04
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.684308938047788130e-03
2.050000000000000266e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.661259536084844651e-04
2.100000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.788280570129906362e-04 4.755620905439451288e-05 1.453585964109646415e-04
2.149999999999999911e+00 2.875720349106139408e-04 0.000000000000000000e+00 2.717645293085180452e-04 2.065967685126801688e-04 4.142329077770361590e-04
2.200000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.377706388542079558e-04 0.000000000000000000e+00 4.711287158675062981e-04
2.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.086885388573535408e-04 6.152456677696595234e-05 9.649254388671636880e-04
2.300000000000000266e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.027594770368744045e-04 0.000000000000000000e+00 1.385068478947490325e-03
2.350000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.319768455461506318e-04
2.400000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.457393488554620144e-04 6.611825850451085633e-04
2.450000000000000178e+00 3.559086180458448574e-04 4.379388904656298016e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.821250682806694096e-04
2.500000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.949477444568501089e-04 0.000000000000000000e+00 8.381481304523452549e-05
2.550000000000000266e+00 3.862342624242251477e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.281142517664366839e-04
2.600000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.682752238696080566e-04
2.650000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.260786330658024529e-04 0.000000000000000000e+00 6.317423221843053004e-04
2.700000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.313573963171271706e-04
2.750000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.365109926655919429e-06
2.800000000000000266e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.900398172985818502e-04 0.000000000000000000e+00 1.848067925096945192e-06
2.850000000000000089e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000000355e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.950000000000000178e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.666112350893313433e-05
3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.787252869038173934e-04 5.434596139993693416e-06
